Rind,reaction,idx,code
MR_93967_1,[C:1](/[C:3](=[N+:6](/[N-:2][H:8])[C:5](=[N+:4]([H:9])[H:10])[H:11])[O-:7])([H:12])([H:13])[H:14]>>[C:1]([C:3]([N:2](/[N:6]=[C:5](\[N:4]([H:9])[H:10])[H:11])[H:8])=[O:7])([H:12])([H:13])[H:14],11114,10274
MR_94062_0,[C:1]([C:3]([H:12])([H:13])[H:14])(=[O:5])[H:8].[C:2]([N:4]([H:7])[C:16]([C:15]([H:20])([H:21])[H:22])([O:17][H:19])[O:18][H:6])([H:9])([H:10])[H:11]>>[C:15]([C:16]([O:17][H:19])=[O:18])([H:20])([H:21])[H:22].[C:1]([C:3]([H:12])([H:13])[H:14])([N:4]([C:2]([H:9])([H:10])[H:11])[H:7])([O:5][H:6])[H:8],11115,10275
MR_94079_0,[C:1](\[C:3]([H:12])([H:13])[H:14])(=[N:4]/[H:7])[H:6].[C:2]([O:5][C:16]([C:15]([H:20])([H:21])[H:22])([O:17][H:19])[O:18][H:8])([H:9])([H:10])[H:11]>>[C:15]([C:16]([O:17][H:19])=[O:18])([H:20])([H:21])[H:22].[C:1]([C:3]([H:12])([H:13])[H:14])([N:4]([H:7])[H:8])([O:5][C:2]([H:9])([H:10])[H:11])[H:6],11116,10276
MR_94079_1,[C:1](\[C:3]([H:12])([H:13])[H:14])(=[N:4]/[H:7])[H:6].[C:2]([O:5][C:16]([C:15]([H:20])([H:21])[H:22])([O:17][H:19])[O:18][H:8])([H:9])([H:10])[H:11]>>[C:15]([C:16]([O:17][H:19])=[O:18])([H:20])([H:21])[H:22].[C:1]([C:3]([H:12])([H:13])[H:14])([N:4]([H:7])[H:8])([O:5][C:2]([H:9])([H:10])[H:11])[H:6],11117,10276
MR_94201_0,[C-:1]([O:6]/[C:4]([N:5]([H:8])[H:9])=[N+:7](\[C:2]([C:3]([H:15])([H:16])[H:17])([H:13])[H:14])[H:10])([H:11])[H:12]>>[C:1]([C:2]([C:3]([H:15])([H:16])[H:17])([H:13])[H:14])([O:6]/[C:4]([N:5]([H:8])[H:9])=[N:7]/[H:10])([H:11])[H:12],11118,10277
MR_9422_1,[C@@:1]1([O:6][H:7])([H:9])[C:4]([H:14])([H:15])[C:3]([H:12])([H:13])[N@+:5]1([C-:2]([H:10])[H:11])[H:8]>>[C:1]1([O:6][H:7])([H:9])[C:3]([H:12])([H:13])[C:4]1([H:14])[H:15].[C:2](=[N:5][H:8])([H:10])[H:11],11119,10278
MR_94271_1,[C:1](/[C-:2]=[C:3](/[N+:7]([C:4](=[C:6]([H:15])[H:16])[H:9])=[C:5]([H:13])[H:14])[H:8])([H:10])([H:11])[H:12]>>[C:1](/[C:2](=[C:3](/[N:7]=[C:5]([H:13])[H:14])[H:8])[C:4](=[C:6]([H:15])[H:16])[H:9])([H:10])([H:11])[H:12],11120,10279
MR_94284_1,[C:1](=[C:3]([H:8])[H:9])=[N+:4]=[C-:2][H:6].[H:5][H:7]>>[C:1](=[C:3]([H:8])[H:9])([N:4]=[C:2]([H:6])[H:7])[H:5],11121,10280
MR_94287_0,[C:1]([N:3]=[C:2]([H:7])[H:8])([H:4])([H:5])[H:6].[C:9](=[C:10]=[N:11][H:13])([H:12])[H:14]>>[C:1]([N:3]=[C:2]([H:7])[H:8])([H:4])([H:5])[H:6].[C:9]([C:10]#[N:11])([H:12])([H:13])[H:14],11122,10281
MR_94481_0,[C:1]([C@@:3]1([H:8])[C:4]([H:12])([H:13])[C:2]2([H:7])[O:5][N:6]21)([H:9])([H:10])[H:11]>>[C:1](/[C:3](=[N:6]/[O:5][C:2](=[C:4]([H:12])[H:13])[H:7])[H:8])([H:9])([H:10])[H:11],11123,10282
MR_94521_2,[C-:1](/[N+:5](=[C:3](\[C:2]([H:12])([H:13])[H:14])[H:9])[N:6]=[C:4]([H:10])[H:11])([H:7])[H:8]>>[C:1](/[N:5]=[C:3](/[C:2]([H:12])([H:13])[H:14])[H:9])([N:6]=[C:4]([H:10])[H:11])([H:7])[H:8],11124,10283
MR_9462_1,[C:1](\[C:2]([H:8])([H:9])[H:10])(=[N:3]\[H:4])[H:6].[H:5][O:14][C:12]([H:7])([C:11]([H:16])([H:17])[H:18])[O:13][H:15]>>[C:11]([C:12]([O:13][H:15])=[O:14])([H:16])([H:17])[H:18].[C:1]([C:2]([H:8])([H:9])[H:10])([N:3]([H:4])[H:5])([H:6])[H:7],11125,10284
MR_94684_2,[C-:1]([C:3]([H:12])([H:13])[H:14])([O+:4]=[C:2]([H:10])[H:11])[O:5][H:8].[C:6](#[C:7][H:15])[H:9]>>[C:1]([C:3]([H:12])([H:13])[H:14])([O:4][C:2]([C:6]#[C:7][H:15])([H:10])[H:11])([O:5][H:8])[H:9],11126,10285
MR_94811_1,[C:1]([C:3]12[N:2]([H:8])[C:5]1([H:13])[C:6]([H:14])=[N:7]2)([N:4]([H:9])[H:10])([H:11])[H:12]>>[C:1]([c:3]1[n:2]([H:8])[c:5]([H:13])[c:6]([H:14])[n:7]1)([N:4]([H:9])[H:10])([H:11])[H:12],11127,10286
MR_94903_0,[C:1](=[C:3](/[C:4](=[N:2]/[H:9])[H:11])[H:10])=[C:5]([H:12])[H:13].[C:6](#[N:7])[H:8]>>[C:1](/[C:3](=[C:4](\[N:2]([H:8])[H:9])[H:11])[H:10])(=[C:5]([H:12])[H:13])[C:6]#[N:7],11128,10287
MR_94964_0,[C:1](/[C:2]([O:4][H:7])=[N+:5](\[O-:3])[H:6])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([O:4][H:7])=[N:5]\[O:3][H:6])([H:8])([H:9])[H:10],11129,10288
MR_95092_0,[C:1]1([C:2]([H:9])([H:10])[H:11])([H:8])[C:3](=[O:6])[O:5][C:4]1=[O:7]>>[C:1]([C:2]([H:9])([H:10])[H:11])(=[C:3]=[O:6])[H:8].[C:4](=[O:5])=[O:7],11130,10289
MR_95094_1,[C:1]1([C:2]([H:9])([H:10])[H:11])([H:8])[C:3](=[O:6])[O:5][C:4]1=[O:7]>>[C:1]([C:2]([H:9])([H:10])[H:11])(=[C:3]=[O:6])[H:8].[C:4](=[O:5])=[O:7],11131,10289
MR_95095_1,[C:1]([C:2]([H:12])([H:13])[H:14])(=[C:3]([O:6][H:10])[O:7][H:9])[H:11].[C:4](=[O:5])=[O:8]>>[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([O:6][H:10])=[O:7])([C:4]([O:5][H:9])=[O:8])[H:11],11132,10290
MR_95171_2,[C:1]12([H:11])[C:2]([H:12])([H:13])[C@:5]([C:3]([H:14])([H:15])[H:16])([C:4]([O:7][H:10])=[O:9])[N:8]1[O:6]2>>[C:1]1([C:4]([O:7][H:10])=[O:9])([H:11])[C:2]([H:12])([H:13])[C:5]([C:3]([H:14])([H:15])[H:16])=[N:8][O:6]1,11133,10291
MR_95294_1,[C-:1](/[N+:3](=[C:6](\[C:4](=[C:2]([H:13])[H:14])[N:5]([H:8])[H:9])[H:10])[H:7])([H:11])[H:12]>>[C:1]1([H:11])([H:12])[C:2]([H:13])([H:14])[C:4]([N:5]([H:8])[H:9])=[C:6]([H:10])[N:3]1[H:7],11134,10292
MR_95309_0,[C-:1](/[N+:5](=[C:3](/[C:4]([H:17])([H:18])[H:19])[H:15])[H:9])([N:6]([H:11])[H:12])[H:10].[C:2]([O:7][H:8])([H:13])([H:14])[H:16]>>[C:1]([C:2]([O:7][H:8])([H:13])[H:14])([N:5]([C:3]([C:4]([H:17])([H:18])[H:19])([H:15])[H:16])[H:9])([N:6]([H:11])[H:12])[H:10],11135,10293
MR_95390_2,[C:1](/[N:6]=[N+:5](\[C:3]([C:2]([H:11])([H:12])[H:13])=[O:7])[O-:4])([H:8])([H:9])[H:10]>>[C:1](/[N:6]=[N:5]/[O:4][C:3]([C:2]([H:11])([H:12])[H:13])=[O:7])([H:8])([H:9])[H:10],11136,10294
MR_95391_0,[C:1]([N:6][N:5][O:4][C:3]([C:2]([H:11])([H:12])[H:13])=[O:7])([H:8])([H:9])[H:10]>>[C:1]([N:6]([C:3]([C:2]([H:11])([H:12])[H:13])=[O:7])[N:5][O:4])([H:8])([H:9])[H:10],11137,10295
MR_95452_1,[C:1]1([H:11])([H:12])[C:2]([H:13])([H:14])[N:4]1[N:5]=[C:7]=[O:8].[C:3]([N:6]([H:9])[H:10])([H:15])([H:16])[H:17]>>[C:1]1([H:11])([H:12])[C:2]([H:13])([H:14])[N:4]1[N:5]([C:7]([N:6]([C:3]([H:15])([H:16])[H:17])[H:10])=[O:8])[H:9],11138,10296
MR_95454_1,[C:1]1([H:11])([H:12])[C:2]([H:13])([H:14])[O:7][C:5]([N:6]([H:9])[H:10])=[N+:4]([H:8])[N-:3]1>>[C:1]1([H:11])([H:12])[C:2]([H:13])([H:14])[N:3]1[N:4]([C:5]([N:6]([H:9])[H:10])=[O:7])[H:8],11139,10297
MR_95473_2,[C:1]([C:2]([C:3]([H:8])([H:9])[H:16])([H:4])[N:12]([C-:11]=[N+:10]([H:13])[H:14])[H:15])([H:5])([H:6])[H:7]>>[C:1]([C:2](=[C:3]([H:8])[H:9])[H:4])([H:5])([H:6])[H:7].[N:10](/[C:11](=[N:12]\[H:15])[H:16])([H:13])[H:14],11140,10298
MR_95538_1,[C:1]([N@@+:5]1([C:2]([H:12])([H:13])[H:14])[C:6]([C:3]([H:17])([H:18])[H:19])([C:4]([H:15])([H:16])[H:20])[N-:8]1)([O:7][H:9])([H:10])[H:11]>>[C:1]([N:5]([C:2]([H:12])([H:13])[H:14])[N:8]=[C:6]([C:3]([H:17])([H:18])[H:19])[C:4]([H:15])([H:16])[H:20])([O:7][H:9])([H:10])[H:11],11141,10299
MR_95541_1,[C:1](=[O:7])([H:10])[H:11].[C:2]([N:5]([N:8]=[C:6]([C:3]([H:17])([H:18])[H:19])[C:4]([H:15])([H:16])[H:20])[H:9])([H:12])([H:13])[H:14]>>[C:1]([N:5]([C:2]([H:12])([H:13])[H:14])[N:8]=[C:6]([C:3]([H:17])([H:18])[H:19])[C:4]([H:15])([H:16])[H:20])([O:7][H:9])([H:10])[H:11],11142,10300
MR_95672_0,[C:1]([O:5][O:4]/[N:6]=[C:3](\[C:2]([H:11])([H:12])[H:13])[H:7])([H:8])([H:9])[H:10]>>[C:1](=[O:5])([H:8])[H:10].[C:2](/[C:3](=[N:6]\[O:4][H:9])[H:7])([H:11])([H:12])[H:13],11143,10301
MR_95672_1,[C:1]([O:5][O:4]/[N:6]=[C:3](/[C:2]([H:11])([H:12])[H:13])[H:7])([H:8])([H:9])[H:10]>>[C:1]([O:5][H:7])([H:8])([H:9])[H:10].[C:2]([C-:3]=[N+:6]=[O:4])([H:11])([H:12])[H:13],11144,10302
MR_95672_2,[C:1]([O:5][O:4]/[N:6]=[C:3](/[C:2]([H:11])([H:12])[H:13])[H:7])([H:8])([H:9])[H:10]>>[C:1](=[O:5])([H:8])[H:10].[C:2](/[C:3](=[N:6]/[O:4][H:9])[H:7])([H:11])([H:12])[H:13],11145,10302
MR_95772_1,[C:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:6])=[O:5])([H:7])([H:8])[H:9].[N:12]([C:13](=[C:14]([H:18])[H:19])[H:17])([H:15])[H:16]>>[C:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:6])([O:5][H:16])[C:14](/[C:13](=[N:12]/[H:15])[H:17])([H:18])[H:19])([H:7])([H:8])[H:9],11146,10303
MR_95776_2,[C:1]1([C:2]([H:14])([H:15])[H:16])([O:6][H:10])[C:3]([O:7][H:11])([O:8][N:5]([H:12])[H:13])[C:4]1=[O:9]>>[C:1]([C:2]([H:14])([H:15])[H:16])([C:3]([O:7][H:11])=[O:8])([C:4]([N:5]([H:12])[H:13])=[O:9])[O:6][H:10],11147,10304
MR_96058_1,[C:1]([N:4]([C:2]([H:14])([H:15])[H:16])/[C:5]([O:7][C:6]([C:3]([H:17])([H:18])[H:19])=[O:9])=[N:8]/[H:10])([H:11])([H:12])[H:13]>>[C:1]([N:4]([C:2]([H:14])([H:15])[H:16])[C:6]([C:3]([H:17])([H:18])[H:19])=[O:9])([H:11])([H:12])[H:13].[C:5](=[O:7])=[N:8][H:10],11148,10305
MR_96060_0,[C:1]([N:4]([C:2]([H:14])([H:15])[H:16])/[C:5]([O:7][C:6]([C:3]([H:17])([H:18])[H:19])=[O:9])=[N:8]/[H:10])([H:11])([H:12])[H:13]>>[C:1]([N:4]([C:2]([H:14])([H:15])[H:16])[C:6]([C:3]([H:17])([H:18])[H:19])=[O:9])([H:11])([H:12])[H:13].[C:5](=[O:7])=[N:8][H:10],11149,10305
MR_96074_1,[C:15]([C:16]([H:21])([H:22])[H:23])([C:17]([H:20])([H:24])[H:25])([H:18])[H:19].[C:1](=[O:5])([H:7])[H:8].[C:2]([N:4]([C:3]([H:10])([H:13])[H:14])[H:6])([H:9])([H:11])[H:12]>>[C:15]([C:16]([H:21])([H:22])[H:23])([C:17]([H:20])([H:24])[H:25])([H:18])[H:19].[C:1]([N:4]([C:2]([H:9])([H:11])[H:12])[C:3]([H:10])([H:13])[H:14])([O:5][H:6])([H:7])[H:8],11150,10306
MR_96140_1,[N:1]([N:3]([H:9])[H:10])([C:6]([C-:2]=[N+:4]([H:11])[H:12])([N:5]([H:13])[H:14])[H:15])[C:7](=[C:8]([H:17])[H:18])[H:16]>>[N:1](/[C:2]([N:4]([H:11])[H:12])=[C:6](\[N:5]([H:13])[H:14])[H:15])([N:3]([H:9])[H:10])[C:7](=[C:8]([H:17])[H:18])[H:16],11151,10307
MR_96148_0,[C:1](/[N:2]=[C:3](\[N:4]([H:8])[H:9])[C:5](=[N+:7]=[N-:6])[H:10])([H:11])([H:12])[H:13]>>[C:1]([n:2]1[c:3]([N:4]([H:8])[H:9])[c:5]([H:10])[n:7][n:6]1)([H:11])([H:12])[H:13],11152,10308
MR_9624_0,[C:1](=[C:2]([H:3])[H:8])([H:4])[H:5].[H:6][C:9]([N:10]([H:13])[H:14])([N:11]([H:15])[H:16])[O:12][H:7]>>[C:1]([C:2]([H:3])([H:7])[H:8])([H:4])([H:5])[H:6].[C:9]([N:10]([H:13])[H:14])([N:11]([H:15])[H:16])=[O:12],11153,10309
MR_96262_1,[C-:1](\[C:3]([H:10])([H:11])[H:12])=[O+:6]/[H:7].[C:19]([C:20]([H:25])([H:26])[H:27])([C:21]([H:28])([H:29])[H:30])([C:22]([H:24])([H:31])[H:32])[H:23].[C:2]([C:4]([H:13])([H:15])[H:16])([C:5]([H:14])([H:17])[H:18])([H:8])[H:9]>>[C:19]([C:20]([H:25])([H:26])[H:27])([C:21]([H:28])([H:29])[H:30])([C:22]([H:24])([H:31])[H:32])[H:23].[C:1]([C:2]([C:4]([H:13])([H:15])[H:16])([C:5]([H:14])([H:17])[H:18])[H:9])([C:3]([H:10])([H:11])[H:12])([O:6][H:7])[H:8],11154,10310
MR_96309_1,[C:1]([N@@+:5]1([H:10])[C:6](=[C:9]([H:23])[H:24])[C-:7]([C:2]([H:14])([H:15])[H:16])[C:8]1([C:3]([H:17])([H:18])[H:22])[C:4]([H:19])([H:20])[H:21])([H:11])([H:12])[H:13]>>[C:1]([N:5]([C:6]([C:7]([C:2]([H:14])([H:15])[H:16])=[C:8]([C:3]([H:17])([H:18])[H:22])[C:4]([H:19])([H:20])[H:21])=[C:9]([H:23])[H:24])[H:10])([H:11])([H:12])[H:13],11155,10311
MR_96441_2,[C-:1](/[N+:6](=[C:3](\[C:5]([H:19])([H:20])[H:21])[H:14])[H:11])([O:7][H:9])[O:8][H:10].[C:2]([C:4]([H:16])([H:17])[H:18])([H:12])([H:13])[H:15]>>[C:1]([C:2]([C:4]([H:16])([H:17])[H:18])([H:12])[H:13])([N:6]([C:3]([C:5]([H:19])([H:20])[H:21])([H:14])[H:15])[H:11])([O:7][H:9])[O:8][H:10],11156,10312
MR_96508_1,[C-:1]([C:3]([H:14])([H:15])[H:16])([C:4]([H:12])([H:13])[H:17])/[O+:7]=[N:6]\[H:8].[C:2]([C:5]([H:18])([H:19])[H:20])([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:5]([H:18])([H:19])[H:20])([H:10])[H:11])([C:3]([H:14])([H:15])[H:16])([C:4]([H:12])([H:13])[H:17])[O:7][N:6]([H:8])[H:9],11157,10313
MR_96593_1,[C:1]([N:2]([C:5]([C-:3]=[N+:4]([H:9])[H:10])([O:6][H:7])[H:11])[H:8])([H:12])([H:13])[H:14]>>[C:1]([N:2](/[C:3]([N:4]([H:9])[H:10])=[C:5](/[O:6][H:7])[H:11])[H:8])([H:12])([H:13])[H:14],11158,10314
MR_96636_0,[N:1]1([H:8])[C:2](=[C:4]([H:11])[H:12])[O:7][C:3]1([N+:6](=[N-:5])[H:9])[H:10]>>[N:1]([C:2](=[C:4]([H:11])[H:12])/[N:5]=[N:6]/[H:9])([C:3](=[O:7])[H:10])[H:8],11159,10315
MR_9663_0,[C:1](\[N:3]([H:9])[H:10])([O:4][H:6])=[N:5]/[N:2]([H:7])[H:8]>>[C:1](=[N:3]\[H:9])(\[O:4][H:6])[N:5]([N:2]([H:7])[H:8])[H:10],11160,10316
MR_96646_1,[C:1](#[C:2][H:7])[H:6].[O:3]=[N+:4]=[N-:5]>>[c:1]1([H:6])[c:2]([H:7])[n:5][n:4][o:3]1,11161,10317
MR_96701_1,[C:1]([N:2]([H:5])[C:11]([N:12]([H:6])[H:13])([H:14])[H:15])([H:8])([H:9])[H:10].[C:3](#[N:4])[H:7]>>[C:1]([N:2]([H:5])/[C:11](=[N:12]/[H:13])[H:14])([H:8])([H:9])[H:10].[C:3](=[N:4][H:6])([H:7])[H:15],11162,10318
MR_96728_0,[C:12](=[N:13][H:14])([H:15])[H:16].[C:1]([C:2](/[C:3](=[N:5]\[H:7])[H:8])=[N:4]/[H:6])([H:9])([H:10])[H:11]>>[C:12](#[N:13])[H:15].[C:1](/[C:2]([C:3]([N:5]([H:7])[H:14])([H:8])[H:16])=[N:4]/[H:6])([H:9])([H:10])[H:11],11163,10319
MR_96888_0,[C:1](=[C:2]([N:3]([H:5])[H:6])[N:4]([H:7])[N:14]([C:13]([H:10])([C:11]([H:16])([H:17])[H:19])[C:12]([H:18])([H:20])[H:21])[H:15])([H:8])[H:9]>>[C:11]([C:13]([C:12]([H:18])([H:20])[H:21])=[N:14][H:15])([H:16])([H:17])[H:19].[C:1](/[C:2]([N:3]([H:5])[H:6])=[N:4]/[H:7])([H:8])([H:9])[H:10],11164,10320
MR_96888_1,[C:1](=[C:2]([N:3]([H:5])[H:6])[N:4]([H:7])[N:14]([C:13]([H:10])([C:11]([H:16])([H:17])[H:19])[C:12]([H:18])([H:20])[H:21])[H:15])([H:8])[H:9]>>[C:11]([C:13]([C:12]([H:18])([H:20])[H:21])=[N:14][H:15])([H:16])([H:17])[H:19].[C:1](/[C:2]([N:3]([H:5])[H:6])=[N:4]/[H:7])([H:8])([H:9])[H:10],11165,10320
MR_96905_2,[C:1]([N@+:3]([C-:2]([H:9])[H:10])([C:4]#[N:5])[H:11])([H:6])([H:7])[H:8]>>[C:1]([N:3]([C:2]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:6])([H:7])[H:8],11166,10321
MR_96998_0,[C:1]([C:2]([H:14])([H:15])[H:16])([N:6]([C:5](=[C:3]=[N+:4]([H:8])[H:9])[H:11])[N-:7][H:10])([H:12])[H:13]>>[C:1]([C:2]([H:14])([H:15])[H:16])(/[C:3]([N:4]([H:8])[H:9])=[C:5](\[N:6]=[N:7]\[H:10])[H:11])([H:12])[H:13],11167,10322
MR_9708_1,[C:1](=[N:4][H:8])([H:10])[H:11].[N:2]([N:3]([H:6])[H:7])([H:5])[C:12]([O:13][H:16])([O:14][H:17])[O:15][H:9]>>[C:12]([O:13][H:16])([O:14][H:17])=[O:15].[C:1]([N:2]([N:3]([H:6])[H:7])[H:5])([N:4]([H:8])[H:9])([H:10])[H:11],11168,10323
MR_97138_0,[C:1]([C@:3]1([N+:2](=[N+:5]([H:11])[H:12])[H:10])[C@:8]([C-:4]([N:6]([H:13])[H:14])[N:7]([H:15])[H:16])([H:17])[N-:9]1)([H:18])([H:19])[H:20]>>[C:1](/[C:3]([N:2]([N:5]([H:11])[H:12])[H:10])=[N:9]\[C:8](=[C:4]([N:6]([H:13])[H:14])[N:7]([H:15])[H:16])[H:17])([H:18])([H:19])[H:20],11169,10324
MR_9727_1,[C-:1](/[N+:4](=[N:5]\[C:2]([H:12])([H:13])[H:14])[H:7])([H:10])[H:11].[C:3]([N:6]([H:8])[H:9])([H:15])([H:16])[H:17]>>[C:1]([N:4]([N:5]([C:2]([H:12])([H:13])[H:14])[H:8])[H:7])([N:6]([C:3]([H:15])([H:16])[H:17])[H:9])([H:10])[H:11],11170,10325
MR_97302_0,[C:1]([C:2]([H:9])([H:10])[H:11])([O:3][H:7])([O:4][H:8])[C:5]#[N:6]>>[C:1]([C:2]([H:9])([H:10])[H:11])([O:3][H:7])=[O:4].[C:5](#[N:6])[H:8],11171,10326
MR_97333_0,[C:1]([N:5]([H:11])[H:12])([O:6][C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([O:7][H:10])[O:8][H:9]>>[C:1]([O:6][C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([O:7][H:10])=[O:8].[N:5]([H:9])([H:11])[H:12],11172,10327
MR_97344_0,[C:1]([N:5]([H:11])[H:12])([O:6][C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([O:7][H:10])[O:8][H:9]>>[C:1]([N:5]([H:11])[H:12])([O:7][H:10])=[O:8].[C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([H:15])[H:16])([O:6][H:9])([H:13])[H:14],11173,10327
MR_97473_2,[C:1]([C:3](/[C-:2]=[O+:8]\[H:9])([H:11])[H:12])([C:4]([H:13])([H:14])[H:15])([C:5]([H:16])([H:17])[H:18])[C:6](=[C:7]([H:19])[H:20])[H:10]>>[C:1]1([C:4]([H:13])([H:14])[H:15])([C:5]([H:16])([H:17])[H:18])[C:3]([H:11])([H:12])[C:2]([O:8][H:9])([H:10])[C:6]1=[C:7]([H:19])[H:20],11174,10328
MR_97562_1,[N:1]([N:2]([H:7])[H:8])(/[C:3](=[N:4]/[H:9])[H:10])[C:5]#[N:6]>>[N:1]([N:2]([H:7])[H:8])(/[C:3](=[N:4]\[H:9])[C:5]#[N:6])[H:10],11175,10329
MR_97566_1,[N:1]12[C:2]([H:8])=[N:5][C:3]1([H:9])[N:4]2[C:6]#[N:7]>>[n:1]1[c:2]([H:8])[n:5][c:3]([H:9])[n:4]1[C:6]#[N:7],11176,10330
MR_97589_0,[C:11]([C:12]([H:13])([H:14])[H:18])([H:15])([H:16])[H:17].[C:1]([C:2](/[N+:4](=[C-:3]/[H:7])[H:6])=[O:5])([H:8])([H:9])[H:10]>>[C:11]([C:12]([H:13])([H:14])[H:18])([H:15])([H:16])[H:17].[C:1]([C:2](/[C:3](=[N:4]/[H:6])[H:7])=[O:5])([H:8])([H:9])[H:10],11177,10331
MR_97615_1,[C:1]([C:2]1=[C:3]([H:9])[C:5](/[C:4](=[N:6]/[H:8])[H:10])([H:11])[O:7]1)([H:12])([H:13])[H:14]>>[C:1]([C:2](/[C:3](=[C:5]([C:4](=[N:6]/[H:8])/[H:10])\[H:11])[H:9])=[O:7])([H:12])([H:13])[H:14],11178,10332
MR_97634_2,[C:1]([N:2]([H:6])[H:7])(=[N+:3]=[C-:4][O:5][H:9])[H:8]>>[C:1]([N:2]([H:6])[H:7])([N:3]=[C:4]=[O:5])([H:8])[H:9],11179,10333
MR_97637_2,[C:1]([N:2]=[C:3]=[O:4])([H:5])([H:6])[H:7].[C:8](=[C:10]=[N:9][H:11])([H:12])[H:13]>>[C:1]([N:2]1[C:3](=[O:4])[C:8]([H:12])([H:13])/[C:10]1=[N:9]/[H:11])([H:5])([H:6])[H:7],11180,10334
MR_97720_0,[C:17]([N:18]([H:20])[H:21])([H:23])([H:24])[H:25].[C:1]([C:4]([H:14])([H:15])[H:16])([N+:5]([C:2]([H:10])([H:11])[H:12])([C:3]([H:8])([H:9])[H:13])[N-:19][H:22])([H:6])[H:7]>>[C:17]([N:18]([N:19]([H:21])[H:22])[H:20])([H:23])([H:24])[H:25].[C:1]([C:4]([H:14])([H:15])[H:16])([N:5]([C:2]([H:10])([H:11])[H:12])[C:3]([H:8])([H:9])[H:13])([H:6])[H:7],11181,10335
MR_97755_1,[C:1]1([H:9])([H:10])[N:3]([H:7])[O:6][C:5]([H:8])=[C:4]1[C:2]([H:11])([H:12])[H:13]>>[C:1]1([H:9])([H:10])[N:3]([H:7])[C:4]1([C:2]([H:11])([H:12])[H:13])[C:5](=[O:6])[H:8],11182,10336
MR_97775_0,[C:1](=[N+:5]([C-:7]=[C:9]([H:24])[H:25])/[C:8]([C:4]([H:21])([H:22])[H:23])=[N:10]/[H:11])([H:12])[H:14].[C:2]([N:6]([C:3]([H:18])([H:19])[H:20])[H:13])([H:15])([H:16])[H:17]>>[C:1]([N:5]([C:7]([N:6]([C:2]([H:15])([H:16])[H:17])[C:3]([H:18])([H:19])[H:20])=[C:9]([H:24])[H:25])/[C:8]([C:4]([H:21])([H:22])[H:23])=[N:10]/[H:11])([H:12])([H:13])[H:14],11183,10337
MR_9782_0,[N:1]([C:3](=[C:5]([H:13])[H:14])[O:6][C:2]([O:7][H:9])=[O:8])([N:4]([H:11])[H:12])[H:10]>>[C:3](=[C:5]([H:13])[H:14])=[O:6].[N:1]([C:2]([O:7][H:9])=[O:8])([N:4]([H:11])[H:12])[H:10],11184,10338
MR_9798_0,[C:10]([O:11][H:14])([O:12][H:15])=[O:13].[C:1]([N:2]([N:3]([H:5])[H:6])[H:4])([H:7])([H:8])[H:9]>>[C:1]([N:2]([N:3]([H:5])[H:6])[C:10]([O:11][H:14])=[O:13])([H:7])([H:8])[H:9].[H:4][O:12][H:15],11185,10339
MR_9800_0,[C:10]([O:11][H:15])([O:12][H:14])=[O:13].[C:1]([N:2]([N:3]([H:5])[H:6])[H:4])([H:7])([H:8])[H:9]>>[C:1]([N:2]([N:3]([H:5])[H:6])[C:10]([O:11][H:15])([O:12][H:14])[O:13][H:4])([H:7])([H:8])[H:9],11186,10340
MR_98044_1,[C:11](/[N:12]=[N:13]\[H:14])([H:15])([H:16])[H:17].[C:1]([C:2]([H:8])([H:9])[H:10])([N:3]([H:4])[H:5])([H:6])[H:7]>>[C:1]([C:2]([H:8])([H:9])[H:10])([N:3]([H:5])[H:14])([H:6])[H:7].[H:4][C:11]([H:15])([H:16])[H:17].[N:12]#[N:13],11187,10341
MR_98077_2,[C:1]([O:2][H:4])([O:3][H:5])([H:6])[H:7].[C:8](/[C:9](=[N:10]\[H:11])[H:12])([H:13])([H:14])[H:15]>>[C:1]([O:2][H:4])(=[O:3])[H:6].[H:5][N:10]([C:9]([H:7])([C:8]([H:13])([H:14])[H:15])[H:12])[H:11],11188,10342
MR_98105_1,[C:1]([C:2]([H:13])([H:14])[H:15])([N:7]([C-:3]=[C:4]([H:11])[H:12])/[N:6]=[O+:5]/[H:8])([H:9])[H:10]>>[C:1]([C:2]([H:13])([H:14])[H:15])([C:3](=[C:4]([H:11])[H:12])/[N:7]=[N:6]/[O:5][H:8])([H:9])[H:10],11189,10343
MR_98123_0,[C:1]([c:2]1[c:3]([H:7])[o:4][n:5][n:6]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[H:7])=[N+:6]=[N-:5])([H:8])([H:9])[H:10],11190,10344
